"","obj_id","species","speciesMatched","uuid","ifungorum_number","trait_name","value"
"558","Schoch_etal_2009_355","Verruculina_enalia","Verruculina enalia","61e1e66c-114a-4691-95a3-bb30bf291cee",128209,"trophic_mode_fg","Symbiotroph"
"559","Schoch_etal_2009_360","Xylaria_hypoxylon","Xylaria hypoxylon","1cb1abea-36b9-11d5-9548-00d0592d548c",228616,"trophic_mode_fg","Pathotroph-Saprotroph"
"560","Siletti_etal_2017_6","Amanita muscaria _","Amanita muscaria","c2dd0514-7a1b-4ce0-b68d-bb19c50c03bd",505264,"trophic_mode_fg","Symbiotroph"
"561","Siletti_etal_2017_19","Aspergillus flavus _","Aspergillus flavus","882288a4-7c74-4f05-b82b-961bffa7076d",209842,"trophic_mode_fg","Pathotroph-Saprotroph"
"562","Siletti_etal_2017_26","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"563","Siletti_etal_2017_29","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"564","Siletti_etal_2017_32","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"565","Siletti_etal_2017_35","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"566","Siletti_etal_2017_38","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"567","Siletti_etal_2017_41","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"568","Siletti_etal_2017_44","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"569","Siletti_etal_2017_47","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"570","Siletti_etal_2017_50","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"571","Siletti_etal_2017_53","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"572","Siletti_etal_2017_56","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"573","Siletti_etal_2017_59","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"574","Siletti_etal_2017_62","Bipolaris sorokiniana _","Bipolaris sorokiniana",NA,NA,"trophic_mode_fg","Pathotroph"
"575","Siletti_etal_2017_92","Exophiala pisciphila _","Exophiala pisciphila",NA,NA,"trophic_mode_fg","Pathotroph-Saprotroph"
"576","Siletti_etal_2017_98","Fomitopsis pinicola _","Fomitopsis pinicola","43172ff6-7a64-4d0b-8897-b5674e43a3f9",101927,"trophic_mode_fg","Pathotroph-Saprotroph"
"577","Siletti_etal_2017_101","Gaeumannomyces cylindrosporus _","Gaeumannomyces cylindrosporus",NA,NA,"trophic_mode_fg","Symbiotroph"
"578","Siletti_etal_2017_136","Paxillus involutus _","Paxillus involutus","2230b6b2-e0d3-4a26-b7cb-7de781ac428c",191172,"trophic_mode_fg","Symbiotroph"
"579","Siletti_etal_2017_150","Pleurotus ostreatus _","Pleurotus ostreatus","0fcd814a-a2c9-4327-b739-987d9a44ee5a",174220,"trophic_mode_fg","Pathotroph-Saprotroph"
"580","Siletti_etal_2017_157","Pyrenochaeta cava _","Pyrenochaeta cava",NA,NA,"trophic_mode_fg","Saprotroph"
"581","Siletti_etal_2017_179","Stereum hirsutum _","Stereum hirsutum","02c257a1-b2aa-4656-9e9e-96d730768044",189826,"trophic_mode_fg","Saprotroph"
"582","Siletti_etal_2017_205","Ustilago maydis _","Ustilago maydis",NA,NA,"trophic_mode_fg","Pathotroph"
"583","Talbot_etal_2015_5","Armillaria_mellea","Armillaria mellea","1cb17e01-36b9-11d5-9548-00d0592d548c",190066,"trophic_mode_fg","Pathotroph-Saprotroph"
"584","Talbot_etal_2015_18","Fomitopsis_pinicola","Fomitopsis pinicola","1cb188e9-36b9-11d5-9548-00d0592d548c",101927,"trophic_mode_fg","Pathotroph-Saprotroph"
"585","Talbot_etal_2015_32","Pyrenochaeta_cava","Pyrenochaeta cava","10ee49ea-8e34-4671-b7a7-69ff05caf728",514652,"trophic_mode_fg","Saprotroph"
"586","Talbot_etal_2015_47","Ustilago_maydis","Ustilago maydis","1cb1aad4-36b9-11d5-9548-00d0592d548c",169566,"trophic_mode_fg","Pathotroph"
"587","Tedersoo_Smith_2013_3","Albatrellus","Albatrellus sp.","1cb1c457-36b9-11d5-9548-00d0592d548c",17035,"trophic_mode_fg","Symbiotroph"
"588","Tedersoo_Smith_2013_6","Alpova","Alpova sp.","1cb17d0e-36b9-11d5-9548-00d0592d548c",19010,"trophic_mode_fg","Symbiotroph"
"589","Tedersoo_Smith_2013_9","Amylascus","Amylascus sp.","0a3ff58f-d6d6-4767-9c71-6b65d094e737",182,"trophic_mode_fg","Symbiotroph"
"590","Tedersoo_Smith_2013_12","Astraeus","Astraeus sp.","1cb1c4d0-36b9-11d5-9548-00d0592d548c",19026,"trophic_mode_fg","Symbiotroph"
"591","Tedersoo_Smith_2013_15","Austrogautieria","Austrogautieria sp.","1cb17f06-36b9-11d5-9548-00d0592d548c",25707,"trophic_mode_fg","Symbiotroph"
"592","Tedersoo_Smith_2013_18","Bankera","Bankera sp.","10b1abf8-ce2a-4f6f-a47c-1e0ef0abf94b",17146,"trophic_mode_fg","Symbiotroph"
"593","Tedersoo_Smith_2013_21","Boletopsis","Boletopsis sp.","d62d3282-c6bd-4d48-bf44-a8c7ec894d42",17172,"trophic_mode_fg","Symbiotroph"
"594","Tedersoo_Smith_2013_24","Byssoporia","Byssoporia sp.","e2953210-d438-4768-bf2a-c9f6e13ee999",17210,"trophic_mode_fg","Symbiotroph"
"595","Tedersoo_Smith_2013_27","Cantharellus","Cantharellus sp.","1cb18081-36b9-11d5-9548-00d0592d548c",17236,"trophic_mode_fg","Symbiotroph"
"596","Tedersoo_Smith_2013_30","Cazia","Cazia sp.","4cff834d-cee8-44c5-8840-996cc650fc79",25290,"trophic_mode_fg","Symbiotroph"
"597","Tedersoo_Smith_2013_33","Chamonixia","Chamonixia sp.","1cb1824f-36b9-11d5-9548-00d0592d548c",19063,"trophic_mode_fg","Symbiotroph"
"598","Tedersoo_Smith_2013_37","Chroogomphus","Chroogomphus sp.","ba94fb62-e206-4896-b26e-f71e8091066c",17299,"trophic_mode_fg","Pathotroph-Symbiotroph"
"599","Tedersoo_Smith_2013_40","Coltricia","Coltricia sp.","1cb18456-36b9-11d5-9548-00d0592d548c",17343,"trophic_mode_fg","Symbiotroph"
"600","Tedersoo_Smith_2013_43","Craterellus","Craterellus sp.","1cb1c596-36b9-11d5-9548-00d0592d548c",17398,"trophic_mode_fg","Symbiotroph"
"601","Tedersoo_Smith_2013_46","Descolea","Descolea sp.","1cb186c0-36b9-11d5-9548-00d0592d548c",17494,"trophic_mode_fg","Symbiotroph"
"602","Tedersoo_Smith_2013_49","Elaphomyces","Elaphomyces sp.","1cb1889e-36b9-11d5-9548-00d0592d548c",1753,"trophic_mode_fg","Symbiotroph"
"603","Tedersoo_Smith_2013_52","Fischerula","Fischerula sp.","32d52d21-1e19-411a-a07a-342546343d5c",1993,"trophic_mode_fg","Symbiotroph"
"604","Tedersoo_Smith_2013_55","Gastrolactarius","Lactarius sp.","eac9c033-8e3e-48ae-b800-669ae6275ded",17895,"trophic_mode_fg","Symbiotroph"
"605","Tedersoo_Smith_2013_58","Genea","Genea sp.","9339ace6-be07-4e0c-a66e-8d369fa62e51",2045,"trophic_mode_fg","Symbiotroph"
"606","Tedersoo_Smith_2013_61","Glischroderma","Glischroderma sp.","541ea221-9d58-40c6-a2bc-413f5093cc6f",8348,"trophic_mode_fg","Symbiotroph"
"607","Tedersoo_Smith_2013_64","Gummiglobus","Gummiglobus sp.","1cb1c77f-36b9-11d5-9548-00d0592d548c",27715,"trophic_mode_fg","Symbiotroph"
"608","Tedersoo_Smith_2013_67","Gyrodon","Gyrodon sp.","a21d84b0-b913-4696-9aad-e5e1b8fa59dd",17708,"trophic_mode_fg","Symbiotroph"
"609","Tedersoo_Smith_2013_70","Heimioporus","Heimioporus sp.","c6a3c020-08e3-4983-93f6-9a09f81c44be",28895,"trophic_mode_fg","Symbiotroph"
"610","Tedersoo_Smith_2013_73","Hydnangium","Hydnangium sp.","1cb18d88-36b9-11d5-9548-00d0592d548c",19161,"trophic_mode_fg","Symbiotroph"
"611","Tedersoo_Smith_2013_76","Hydnoplicata","Peziza sp.","d32af78f-f775-45bc-9849-04d25b2eb2c7",3859,"trophic_mode_fg","Symbiotroph"
"612","Tedersoo_Smith_2013_79","Hydnum","Hydnum sp.","1cb18d94-36b9-11d5-9548-00d0592d548c",17797,"trophic_mode_fg","Symbiotroph"
"613","Tedersoo_Smith_2013_82","Hysterangium","Hysterangium sp.","1cb18ee5-36b9-11d5-9548-00d0592d548c",19170,"trophic_mode_fg","Symbiotroph"
"614","Tedersoo_Smith_2013_85","Laccaria","Laccaria sp.","1cb18fa8-36b9-11d5-9548-00d0592d548c",17886,"trophic_mode_fg","Symbiotroph"
"615","Tedersoo_Smith_2013_88","Leucangium","Leucangium sp.","17371134-73bc-41ce-bcd5-908f7bc4fbff",2819,"trophic_mode_fg","Symbiotroph"
"616","Tedersoo_Smith_2013_91","Lyophyllum","Lyophyllum sp.","1cb1c891-36b9-11d5-9548-00d0592d548c",18003,"trophic_mode_fg","Symbiotroph"
"617","Tedersoo_Smith_2013_94","Melanogaster","Melanogaster sp.","1cb1c8c4-36b9-11d5-9548-00d0592d548c",19214,"trophic_mode_fg","Symbiotroph"
"618","Tedersoo_Smith_2013_97","Mesophellia","Mesophellia sp.","1cb1935a-36b9-11d5-9548-00d0592d548c",19216,"trophic_mode_fg","Symbiotroph"
"619","Tedersoo_Smith_2013_100","Octaviania","Octaviania sp.","1cb19553-36b9-11d5-9548-00d0592d548c",19242,"trophic_mode_fg","Symbiotroph"
"620","Tedersoo_Smith_2013_104","Peziza","Peziza sp.","1cb1c9d9-36b9-11d5-9548-00d0592d548c",3859,"trophic_mode_fg","Symbiotroph"
"621","Tedersoo_Smith_2013_107","Picoa","Picoa sp.","d5922b5a-141e-407c-96af-5491fb4fc53a",4096,"trophic_mode_fg","Symbiotroph"
"622","Tedersoo_Smith_2013_110","Polyporoletus","Polyporoletus sp.","64a0d51b-f774-4dc6-8857-6cef0d901f65",18333,"trophic_mode_fg","Symbiotroph"
"623","Tedersoo_Smith_2013_114","Pseudoboletus","Pseudoboletus sp.","2c7de3a2-66b2-4db6-a628-b953a942e1b4",25567,"trophic_mode_fg","Symbiotroph"
"624","Tedersoo_Smith_2013_117","Pseudotulostoma","Pseudotulostoma sp.","c367d02c-581a-4beb-b213-6e952a29e52b",28511,"trophic_mode_fg","Symbiotroph"
"625","Tedersoo_Smith_2013_121","Reddellomyces","Reddellomyces sp.","1cb1cae4-36b9-11d5-9548-00d0592d548c",25322,"trophic_mode_fg","Symbiotroph"
"626","Tedersoo_Smith_2013_124","Ruhlandiella","Ruhlandiella sp.","d3e3d667-3d79-4c48-8cd3-c727c348e4cb",4804,"trophic_mode_fg","Symbiotroph"
"627","Tedersoo_Smith_2013_127","Sarcosphaera","Sarcosphaera sp.","1cb1cb25-36b9-11d5-9548-00d0592d548c",4860,"trophic_mode_fg","Symbiotroph"
"628","Tedersoo_Smith_2013_130","Sebacina","Sebacina sp.","1cb1a376-36b9-11d5-9548-00d0592d548c",18534,"trophic_mode_fg","Symbiotroph"
"629","Tedersoo_Smith_2013_133","Sistotrema","Sistotrema sp.","1cb1cb70-36b9-11d5-9548-00d0592d548c",18551,"trophic_mode_fg","Saprotroph-Symbiotroph"
"630","Tedersoo_Smith_2013_136","Stephanopus","Stephanopus sp.","196b7efa-9e64-4776-9706-a9d8cee1bbc9",18586,"trophic_mode_fg","Symbiotroph"
"631","Tedersoo_Smith_2013_139","Tarzetta","Tarzetta sp.","1cb1cbd9-36b9-11d5-9548-00d0592d548c",5358,"trophic_mode_fg","Symbiotroph"
"632","Tedersoo_Smith_2013_142","Tomentella","Tomentella sp.","1cb1cc0c-36b9-11d5-9548-00d0592d548c",18650,"trophic_mode_fg","Symbiotroph"
"633","Tedersoo_Smith_2013_145","Tretomyces","Tretomyces sp.","4e497d8f-8a8f-457e-ae74-5a0c6ddc81ac",569087,"trophic_mode_fg","Symbiotroph"
"634","Tedersoo_Smith_2013_148","Truncocolumella","Truncocolumella sp.","1cb1a852-36b9-11d5-9548-00d0592d548c",19337,"trophic_mode_fg","Symbiotroph"
"635","Tedersoo_Smith_2013_151","Turbinellus","Gomphus sp.","d6442b4c-f77a-4361-8b13-522bf17b26be",17688,"trophic_mode_fg","Symbiotroph"
"636","Tedersoo_Smith_2013_154","Underwoodia","Underwoodia sp.","9165bf1c-cd16-44f2-8634-665d962585fa",5674,"trophic_mode_fg","Symbiotroph"
"637","Tedersoo_Smith_2013_159","Xenasmatella","Xenasmatella sp.","1cb1cc85-36b9-11d5-9548-00d0592d548c",18756,"trophic_mode_fg","Saprotroph"
"638","Tedersoo_Smith_2013_162","Zelleromyces","Zelleromyces sp.","1cb1ac13-36b9-11d5-9548-00d0592d548c",19356,"trophic_mode_fg","Symbiotroph"
"639","Treseder_etal_2016_67","Aureobasidium_pullulans","Aureobasidium pullulans","fe27878e-8260-43c1-a33b-204acc27101a",101771,"trophic_mode_fg","Pathotroph-Symbiotroph"
"640","Treseder_etal_2016_70","Aureobasidium_pullulans","Aureobasidium pullulans","fe27878e-8260-43c1-a33b-204acc27101a",101771,"trophic_mode_fg","Pathotroph-Symbiotroph"
"641","Treseder_etal_2016_85","Biatoropsis_usnearum","Biatoropsis usnearum","1cb1d206-36b9-11d5-9548-00d0592d548c",281203,"trophic_mode_fg","Pathotroph"
"642","Treseder_etal_2016_219","Capronia_peltigerae","Knufia peltigerae","4a4ba722-e66b-462a-b612-0c0ad533c776",803681,"trophic_mode_fg","Pathotroph"
"643","Treseder_etal_2016_222","Capronia_peltigerae","Knufia peltigerae","4a4ba722-e66b-462a-b612-0c0ad533c776",803681,"trophic_mode_fg","Pathotroph"
"644","Treseder_etal_2016_225","Capronia_peltigerae","Knufia peltigerae","4a4ba722-e66b-462a-b612-0c0ad533c776",803681,"trophic_mode_fg","Pathotroph"
"645","Treseder_etal_2016_228","Capronia_peltigerae","Knufia peltigerae","4a4ba722-e66b-462a-b612-0c0ad533c776",803681,"trophic_mode_fg","Pathotroph"
"646","Treseder_etal_2016_231","Capronia_pilosella","Capronia pilosella","1cb180a1-36b9-11d5-9548-00d0592d548c",129148,"trophic_mode_fg","Saprotroph"
"647","Treseder_etal_2016_234","Capronia_pilosella","Capronia pilosella","1cb180a1-36b9-11d5-9548-00d0592d548c",129148,"trophic_mode_fg","Saprotroph"
"648","Treseder_etal_2016_314","Chalara_piceae-abietis","Chalara piceae-abietis","06d2740a-a97d-43f1-acbf-231e03f8cd16",106013,"trophic_mode_fg","Saprotroph-Symbiotroph"
"649","Treseder_etal_2016_589","Cladophialophora_chaetospira","Cladophialophora chaetospira","1b951173-5ba1-411b-b82e-483d27c2319d",504526,"trophic_mode_fg","Symbiotroph"
"650","Treseder_etal_2016_592","Cladophialophora_chaetospira","Cladophialophora chaetospira","1b951173-5ba1-411b-b82e-483d27c2319d",504526,"trophic_mode_fg","Symbiotroph"
"651","Treseder_etal_2016_595","Cladophialophora_chaetospira","Cladophialophora chaetospira","1b951173-5ba1-411b-b82e-483d27c2319d",504526,"trophic_mode_fg","Symbiotroph"
"652","Treseder_etal_2016_598","Cladophialophora_chaetospira","Cladophialophora chaetospira","1b951173-5ba1-411b-b82e-483d27c2319d",504526,"trophic_mode_fg","Symbiotroph"
"653","Treseder_etal_2016_775","Cladosporium_sphaerospermum","Cladosporium sphaerospermum","1cb18133-36b9-11d5-9548-00d0592d548c",119529,"trophic_mode_fg","Symbiotroph"
"654","Treseder_etal_2016_806","Collybia_cirrhata","Collybia cirrhata","8ca449f7-eab0-492e-90e8-0b91e792469b",243375,"trophic_mode_fg","Pathotroph"
"655","Treseder_etal_2016_970","Cylindrosympodium_lauri","Cylindrosympodium lauri","efdf3a62-9cb8-47b2-bc4f-02d38e2216e9",504534,"trophic_mode_fg","Symbiotroph"
"656","Treseder_etal_2016_991","Diaporthe_tanakae","Diaporthe tanakae","19c0cbc4-b745-4663-88ed-4d4f436e214b",109739,"trophic_mode_fg","Pathotroph"
"657","Treseder_etal_2016_1016","Emericella_nidulans","Aspergillus nidulans","cb3b3c38-e3b9-4590-9e23-c6951031333d",182069,"trophic_mode_fg","Saprotroph"
"658","Treseder_etal_2016_1019","Emericella_nidulans","Aspergillus nidulans","cb3b3c38-e3b9-4590-9e23-c6951031333d",182069,"trophic_mode_fg","Saprotroph"
"659","Treseder_etal_2016_1054","Exobasidium_rostrupii","Exobasidium rostrupii","adbf14b5-32f1-497f-b673-d5b178755026",111482,"trophic_mode_fg","Pathotroph"
"660","Treseder_etal_2016_1072","Exophiala_xenobiotica","Exophiala xenobiotica","8f26fcdf-e372-4691-8512-29de2e1e0ee6",491509,"trophic_mode_fg","Pathotroph"
"661","Treseder_etal_2016_1102","Galerina_autumnalis","Galerina marginata","536b17c7-0ba2-4dec-8f18-92a430d1a726",253217,"trophic_mode_fg","Saprotroph"
"662","Treseder_etal_2016_1224","Hyphodiscus_hymeniophilus","Hyphodiscus hymeniophilus","4128486c-b5bd-485a-a0ab-a5f294a6b865",363707,"trophic_mode_fg","Pathotroph"
"663","Treseder_etal_2016_1313","OTUkt2108","Tremella tuckerae",NA,NA,"trophic_mode_fg","Pathotroph"
"664","Treseder_etal_2016_1335","Laetisaria_fuciformis","Laetisaria fuciformis","1cb19025-36b9-11d5-9548-00d0592d548c",316282,"trophic_mode_fg","Pathotroph"
"665","Treseder_etal_2016_1365","Leohumicola_minima","Leohumicola minima","2575076a-1e4f-48b1-a78f-060efa1de791",500251,"trophic_mode_fg","Symbiotroph"
"666","Treseder_etal_2016_1431","Lycoperdon_pyriforme","Lycoperdon pyriforme","1cb191f4-36b9-11d5-9548-00d0592d548c",123159,"trophic_mode_fg","Saprotroph"
"667","Treseder_etal_2016_1447","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"668","Treseder_etal_2016_1450","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"669","Treseder_etal_2016_1453","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"670","Treseder_etal_2016_1456","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"671","Treseder_etal_2016_1459","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"672","Treseder_etal_2016_1462","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"673","Treseder_etal_2016_1465","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"674","Treseder_etal_2016_1468","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"675","Treseder_etal_2016_1471","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"676","Treseder_etal_2016_1474","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"677","Treseder_etal_2016_1477","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"678","Treseder_etal_2016_1480","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"679","Treseder_etal_2016_1483","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"680","Treseder_etal_2016_1486","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"681","Treseder_etal_2016_1489","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"682","Treseder_etal_2016_1492","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"683","Treseder_etal_2016_1495","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"684","Treseder_etal_2016_1498","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"685","Treseder_etal_2016_1501","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"686","Treseder_etal_2016_1504","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"687","Treseder_etal_2016_1507","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"688","Treseder_etal_2016_1510","Meliniomyces_bicolor","Meliniomyces bicolor","a4204d59-ee35-4833-b44f-244418316dd5",500246,"trophic_mode_fg","Saprotroph-Symbiotroph"
"689","Treseder_etal_2016_1589","Meliniomyces_vraolstadiae","Meliniomyces vraolstadiae","fd914b72-21f9-4b11-9a18-711c25005137",500247,"trophic_mode_fg","Symbiotroph"
"690","Treseder_etal_2016_1592","Meliniomyces_vraolstadiae","Meliniomyces vraolstadiae","fd914b72-21f9-4b11-9a18-711c25005137",500247,"trophic_mode_fg","Symbiotroph"
"691","Treseder_etal_2016_1595","Meliniomyces_vraolstadiae","Meliniomyces vraolstadiae","fd914b72-21f9-4b11-9a18-711c25005137",500247,"trophic_mode_fg","Symbiotroph"
"692","Treseder_etal_2016_1601","Microdochium_bolleyi","Microdochium bolleyi","1cb1938c-36b9-11d5-9548-00d0592d548c",317661,"trophic_mode_fg","Pathotroph"
"693","Treseder_etal_2016_1604","Mollisia_cinerea_f._minutella","Mollisia cinerea","e0665582-1ef5-405d-bdb9-1140a2309bf9",151567,"trophic_mode_fg","Pathotroph"
"694","Treseder_etal_2016_1607","Mollisia_cinerea_f._minutella","Mollisia cinerea","e0665582-1ef5-405d-bdb9-1140a2309bf9",151567,"trophic_mode_fg","Pathotroph"
"695","Treseder_etal_2016_1610","Mollisia_cinerea_f._minutella","Mollisia cinerea","e0665582-1ef5-405d-bdb9-1140a2309bf9",151567,"trophic_mode_fg","Pathotroph"
"696","Treseder_etal_2016_1613","Mollisia_cinerea_f._minutella","Mollisia cinerea","e0665582-1ef5-405d-bdb9-1140a2309bf9",151567,"trophic_mode_fg","Pathotroph"
"697","Treseder_etal_2016_1696","Mycena_pura","Mycena pura","2d1ccbeb-8264-11d5-bebb-00508bca8de8",188082,"trophic_mode_fg","Saprotroph"
"698","Treseder_etal_2016_1724","Mycoarthris_corallina","Mycoarthris corallina","51343698-f7a4-40ca-b2cb-1aaa25e854d9",375893,"trophic_mode_fg","Saprotroph"
"699","Treseder_etal_2016_1727","Mycoarthris_corallina","Mycoarthris corallina","51343698-f7a4-40ca-b2cb-1aaa25e854d9",375893,"trophic_mode_fg","Saprotroph"
"700","Treseder_etal_2016_1759","Neofusicoccum_mangiferae","Neofusicoccum mangiferae","be2382fd-cdc5-4059-b9cb-b239cc476850",500878,"trophic_mode_fg","Pathotroph-Symbiotroph"
"701","Treseder_etal_2016_1762","Neonectria_radicicola","Ilyonectria radicicola","f01ed7b7-1ffc-4aba-bf1a-7620e6dc34df",518560,"trophic_mode_fg","Pathotroph-Symbiotroph"
"702","Treseder_etal_2016_1768","Ochrocladosporium_elatum","Ochrocladosporium elatum","918492da-a1c2-40b3-a4b1-231748925678",504438,"trophic_mode_fg","Pathotroph-Symbiotroph"
"703","Treseder_etal_2016_1854","Penicillium_brevicompactum","Penicillium brevicompactum","1cb1b57a-36b9-11d5-9548-00d0592d548c",149773,"trophic_mode_fg","Symbiotroph"
"704","Treseder_etal_2016_1858","Penicillium_pinophilum","Talaromyces pinophilus","771e3b37-4882-4fe5-8a59-46a7fb51b4ba",560662,"trophic_mode_fg","Pathotroph"
"705","Treseder_etal_2016_1934","Phialea_strobilina","Phialea strobilina","4ce9a4e0-87c2-4fed-bc53-78f6ed81b185",161573,"trophic_mode_fg","Saprotroph"
"706","Treseder_etal_2016_1937","Phialemoniopsis_cornearis","Phialemoniopsis cornearis","cf2282bb-656d-4b1a-8f90-7fc8460365d0",563875,"trophic_mode_fg","Pathotroph"
"707","Treseder_etal_2016_1942","Phialocephala_fortinii","Phialocephala fortinii","4a5e1994-448d-4808-acc3-cc5d6c9942c6",104627,"trophic_mode_fg","Pathotroph-Symbiotroph"
"708","Treseder_etal_2016_1955","Phoma_cladoniicola","Didymocyrtis cladoniicola","d42b8954-d389-4c04-88d6-e804ace5b699",814023,"trophic_mode_fg","Pathotroph"
"709","Treseder_etal_2016_2040","Pleospora_herbarum","Stemphylium herbarum","1cb19be2-36b9-11d5-9548-00d0592d548c",130297,"trophic_mode_fg","Pathotroph"
"710","Treseder_etal_2016_2115","Pseudotaeniolina_globosa","Pseudotaeniolina globosa","268c668d-dfe9-41a9-a8e5-7c374b8a0390",489105,"trophic_mode_fg","Symbiotroph"
"711","Treseder_etal_2016_2118","Pseudotaeniolina_globosa","Pseudotaeniolina globosa","268c668d-dfe9-41a9-a8e5-7c374b8a0390",489105,"trophic_mode_fg","Symbiotroph"
"712","Treseder_etal_2016_2129","Pyrenochaeta_lycopersici","Pyrenochaeta lycopersici","1cb1a0d1-36b9-11d5-9548-00d0592d548c",338069,"trophic_mode_fg","Pathotroph"
"713","Treseder_etal_2016_2146","Rhizophlyctis_rosea","Rhizophlyctis rosea","a00fb971-d578-4c08-8bbd-af15bc9b33da",218166,"trophic_mode_fg","Saprotroph"
"714","Treseder_etal_2016_2228","Sarcinomyces_crustaceus","Sarcinomyces crustaceus","aaba3cb5-08fc-409a-a34a-36589fbb4b16",215939,"trophic_mode_fg","Symbiotroph"
"715","Treseder_etal_2016_2231","Sarcinomyces_crustaceus","Sarcinomyces crustaceus","aaba3cb5-08fc-409a-a34a-36589fbb4b16",215939,"trophic_mode_fg","Symbiotroph"
"716","Treseder_etal_2016_2234","Sarcinomyces_crustaceus","Sarcinomyces crustaceus","aaba3cb5-08fc-409a-a34a-36589fbb4b16",215939,"trophic_mode_fg","Symbiotroph"
